year,share_keeping
1985.0,0.34074074074074073
1990.0,0.195578231292517
1995.0,0.3025064822817632
2000.0,0.3830734966592428
2005.0,0.4213197969543147
2010.0,0.4180327868852459
2014.0,0.4145141451414514
